County, FIPS,cancer_incidence_per_100000
"Oconee County, Georgia(7,9)",13219,465.6
"Noble County, Oklahoma(6,10)",40103,465.5
"Kingfisher County, Oklahoma(6,10)",40073,465.5
"Howard County, Iowa(7,8)",19089,465.5
"Sequatchie County, Tennessee(6,10)",47153,465.4
"Franklin County, Tennessee(6,10)",47051,465.4
"Putnam County, Illinois(6,10)",17155,465.2
"St. Charles County, Missouri(6,10)",29183,465.2
"Caroline County, Maryland(6,10)",24011,465.1
"Outagamie County, Wisconsin(6,10)",55087,464.9
"La Salle Parish, Louisiana(7,9)",22059,464.8
"Brevard County, Florida(6,10)",12009,464.8
"Taliaferro County, Georgia(7)",13265,464.8
"Ashe County, North Carolina(6,10)",37009,464.7
"DeKalb County, Indiana(6,10)",18033,464.7
"Charles Mix County, South Dakota(6,10)",46023,464.7
"Jones County, North Carolina(6,10)",37103,464.6
"Jefferson Davis County, Mississippi(6,10)",28065,464.5
"San Jacinto County, Texas(6,10)",48407,464.5
"Garland County, Arkansas(6,10)",5051,464.4
"Berkshire County, Massachusetts(6,10)",25003,464.3
"Clare County, Michigan(6,10)",26035,464.3 #  
"King County, Washington(7,8)",53033,464.2
"Kalamazoo County, Michigan(6,10)",26077,464.2 #  
"Coles County, Illinois(6,10)",17029,464.1
"Greene County, Georgia(7)",13133,464
"Union Parish, Louisiana(7,9)",22111,463.9
"Wilkinson County, Georgia(7,9)",13319,463.9
"Okfuskee County, Oklahoma(6,10)",40107,463.9
"New York County, New York(6,10)",36061,463.9
"Washtenaw County, Michigan(6,10)",26161,463.9 #  
"Chittenden County, Vermont(6,10)",50007,463.7
"Beauregard Parish, Louisiana(7,9)",22011,463.7
"Pulaski County, Indiana(6,10)",18131,463.7
"Huron County, Ohio(6,10)",39077,463.7
"Essex County, New York(6,10)",36031,463.7
"Jackson County, Alabama(6,10)",1071,463.6
"Washington County, Georgia(7)",13303,463.6
"Sunflower County, Mississippi(6,10)",28133,463.6
"Pender County, North Carolina(6,10)",37141,463.5
"Van Buren County, Iowa(7,8)",19177,463.5
"Sarpy County, Nebraska(6,10)",31153,463.5
"Sonoma County, California(7,9)",6097,463.4
"Brunswick County, Virginia(6,10)",51025,463.4
"Mason County, West Virginia(6,10)",54053,463.4
"Lake County, Illinois(6,10)",17097,463.3
"Madison County, Virginia(6,10)",51113,463.3
"Wilson County, Tennessee(6,10)",47189,463.3
"Iowa County, Iowa(7,8)",19095,463.3
"Windham County, Vermont(6,10)",50025,463.3
"Colquitt County, Georgia(7,9)",13071,463.3
"Wahkiakum County, Washington(6,10)",53069,463.2
"Lewis County, Missouri(6,10)",29111,463.2
"Piute County, Utah(7,8)",49031,463.2
"Durham County, North Carolina(6,10)",37063,463.2
"Mahoning County, Ohio(6,10)",39099,463.1
"Radford City, Virginia(6,10)",51750,463.1
"Gage County, Nebraska(6,10)",31067,463.1
"Clay County, North Carolina(6,10)",37043,463.1
"Gilmer County, West Virginia(6,10)",54021,463.1
"Berkeley County, West Virginia(6,10)",54003,463.1
"Thomas County, Georgia(7,9)",13275,463
"Union County, New Jersey(7,8)",34039,463
"Washington County, Kentucky(7,9)",21229,463
"Benson County, North Dakota(6,10)",38005,462.9
"Chase County, Nebraska(6,10)",31029,462.8
"Trigg County, Kentucky(7,9)",21221,462.8
"DeKalb County, Georgia(7,8)",13089,462.8
"Marion County, Mississippi(6,10)",28091,462.7
"Trousdale County, Tennessee(6,10)",47169,462.6
"Grand Forks County, North Dakota(6,10)",38035,462.5
"Cass County, North Dakota(6,10)",38017,462.5
"Jefferson County, Ohio(6,10)",39081,462.5
"Lee County, North Carolina(6,10)",37105,462.5
"Cleveland County, Arkansas(6,10)",5025,462.3
"Douglas County, Georgia(7,9)",13097,462.3
"Livingston County, New York(6,10)",36051,462.2
"Forest County, Pennsylvania(6,10)",42053,462.1
"Champaign County, Ohio(6,10)",39021,462.1
"Charleston County, South Carolina(6,10)",45019,462.1
"Island County, Washington(7,8)",53029,462
"Powell County, Montana(6,10)",30077,462
"Berkeley County, South Carolina(6,10)",45015,462
"Grayson County, Texas(6,10)",48181,461.9
"Windsor County, Vermont(6,10)",50027,461.9
"DuPage County, Illinois(6,10)",17043,461.9
"Bradley County, Tennessee(6,10)",47011,461.9
"Clarke County, Georgia(7,9)",13059,461.8
"Okanogan County, Washington(6,10)",53047,461.8
"Simpson County, Mississippi(6,10)",28127,461.8
"Potter County, Texas(6,10)",48375,461.8
"Wyandot County, Ohio(6,10)",39175,461.7
"Kent County, Maryland(6,10)",24029,461.7
"Greenville County, South Carolina(6,10)",45045,461.7
"Monroe County, Georgia(7,9)",13207,461.6
"Lamoille County, Vermont(6,10)",50015,461.6
"Jefferson County, Georgia(7)",13163,461.6
"Bedford County, Tennessee(6,10)",47003,461.5
"Jasper County, Missouri(6,10)",29097,461.5
"Edgar County, Illinois(6,10)",17045,461.5
"Pike County, Pennsylvania(6,10)",42103,461.5
"Shelby County, Tennessee(6,10)",47157,461.5
"St. Helena Parish, Louisiana(7,9)",22091,461.5
"Meigs County, Tennessee(6,10)",47121,461.4
"Orangeburg County, South Carolina(6,10)",45075,461.3
"Covington County, Mississippi(6,10)",28031,461.3
"Saline County, Arkansas(6,10)",5125,461.3
"Whitley County, Indiana(6,10)",18183,461.3
"Union County, Mississippi(6,10)",28145,461.3
"Crawford County, Iowa(7,8)",19047,461.2
"Knox County, Nebraska(6,10)",31107,461.2
"Washington County, Oklahoma(6,10)",40147,461
"Norton City, Virginia(6,10)",51720,461
"Delaware County, New York(6,10)",36025,461
"White County, Indiana(6,10)",18181,460.9
"Stokes County, North Carolina(6,10)",37169,460.9
"Medina County, Ohio(6,10)",39103,460.9
"St. John the Baptist Parish, Louisiana(7,9)",22095,460.8
"San Juan County, Colorado(6,10)",8111,460.8
"Carroll County, Missouri(6,10)",29033,460.8
"Fergus County, Montana(6,10)",30027,460.8
"Cleburne County, Arkansas(6,10)",5023,460.8
"Cleburne County, Alabama(6,10)",1029,460.7
"Lincoln County, Montana(6,10)",30053,460.7
"Logan County, Ohio(6,10)",39091,460.6
"Hocking County, Ohio(6,10)",39073,460.6
"Kay County, Oklahoma(6,10)",40071,460.6
"Gooding County, Idaho(6,10)",16047,460.6
"Delaware County, Ohio(6,10)",39041,460.5
"Placer County, California(7,9)",6061,460.5
"Pickaway County, Ohio(6,10)",39129,460.5
"Madison County, Mississippi(6,10)",28089,460.5
"Lincoln County, North Carolina(6,10)",37109,460.5
"Fairfield County, South Carolina(6,10)",45039,460.4
"Gibson County, Tennessee(6,10)",47053,460.4
"Grundy County, Tennessee(6,10)",47061,460.3
"Cumberland County, Pennsylvania(6,10)",42041,460.3
"Macon County, Georgia(7,9)",13193,460.3
"Butler County, Kentucky(7,9)",21031,460.2
"Isle of Wight County, Virginia(6,10)",51093,460.2
"Ballard County, Kentucky(7,9)",21007,460.2
"Pottawatomie County, Oklahoma(6,10)",40125,460.2
"Marshall County, Oklahoma(6,10)",40095,460.2
"Aurora County, South Dakota(6,10)",46003,460.2
"Coahoma County, Mississippi(6,10)",28027,460.1
"Lake County, California(7,9)",6033,460.1
"Monroe County, Pennsylvania(6,10)",42089,460.1
"Butler County, Missouri(6,10)",29023,460.1
"Marion County, Alabama(6,10)",1093,460
"Mercer County, Illinois(6,10)",17131,460
"Lincoln County, Idaho(6,10)",16063,460
"Sumter County, Georgia(7,9)",13261,460
"Lawrence County, Illinois(6,10)",17101,460
"White County, Tennessee(6,10)",47185,459.9
"Calhoun County, West Virginia(6,10)",54013,459.9
"Coshocton County, Ohio(6,10)",39031,459.8
"Johnston County, North Carolina(6,10)",37101,459.8
"Hyde County, North Carolina(6,10)",37095,459.8
"Boone County, Missouri(6,10)",29019,459.7
"Warren County, Illinois(6,10)",17187,459.7
"O'Brien County, Iowa(7,8)",19141,459.7
"Dale County, Alabama(6,10)",1045,459.6
"Edmunds County, South Dakota(6,10)",46045,459.6
"St. Joseph County, Indiana(6,10)",18141,459.6
"Union County, Ohio(6,10)",39159,459.6
"Powhatan County, Virginia(6,10)",51145,459.6
"Hardin County, Texas(6,10)",48199,459.5
"Multnomah County, Oregon(6,10)",41051,459.5
"Humboldt County, California(7,9)",6023,459.5
"Fairfield County, Ohio(6,10)",39045,459.5
"Clinton County, Missouri(6,10)",29049,459.5
"Pend Oreille County, Washington(6,10)",53051,459.4
"Washington County, Alabama(6,10)",1129,459.4
"Schuyler County, Illinois(6,10)",17169,459.3
"Scott County, Illinois(6,10)",17171,459.2
"Park County, Montana(6,10)",30067,459.2
"Evangeline Parish, Louisiana(7,9)",22039,459.2
"Coos County, New Hampshire(6,10)",33007,459.2
"Monroe County, Wisconsin(6,10)",55081,459.2
"Bledsoe County, Tennessee(6,10)",47007,459.1
"Moultrie County, Illinois(6,10)",17139,459
"Tuscola County, Michigan(6,10)",26157,459 #  
"Colleton County, South Carolina(6,10)",45029,459
"Pleasants County, West Virginia(6,10)",54073,458.9
"Fulton County, Pennsylvania(6,10)",42057,458.9
"Butler County, Ohio(6,10)",39017,458.9
"Portage County, Ohio(6,10)",39133,458.7
"Plaquemines Parish, Louisiana(7,9)",22075,458.7
"Wayne County, North Carolina(6,10)",37191,458.6
"El Dorado County, California(7,9)",6017,458.6
"Cole County, Missouri(6,10)",29051,458.6
"Canyon County, Idaho(6,10)",16027,458.6
"Spartanburg County, South Carolina(6,10)",45083,458.5
"Armstrong County, Pennsylvania(6,10)",42005,458.5
"Jackson County, North Carolina(6,10)",37099,458.4
"Marengo County, Alabama(6,10)",1091,458.4
"Cleveland County, Oklahoma(6,10)",40027,458.4
"Decatur County, Iowa(7,8)",19053,458.3
"Chesapeake City, Virginia(6,10)",51550,458.3
"Somerset County, Maine(6,10)",23025,458.3
"Baylor County, Texas(6,10)",48023,458.2
"Pike County, Illinois(6,10)",17149,458.2
"Sheridan County, Wyoming(6,10)",56033,458.1
"Newton County, Mississippi(6,10)",28101,457.9
"Clarke County, Iowa(7,8)",19039,457.8
"Craven County, North Carolina(6,10)",37049,457.8
"Henderson County, Texas(6,10)",48213,457.8
"Stephens County, Texas(6,10)",48429,457.8
"Union County, Kentucky(7,9)",21225,457.7
"Barrow County, Georgia(7,9)",13013,457.7
"Pitt County, North Carolina(6,10)",37147,457.6
"Payette County, Idaho(6,10)",16075,457.5
"Jefferson County, Missouri(6,10)",29099,457.4
"Haywood County, Tennessee(6,10)",47075,457.4
"Alexander County, North Carolina(6,10)",37003,457.3
"Wallowa County, Oregon(6,10)",41063,457.3
"Morehouse Parish, Louisiana(7,9)",22067,457.3
"Knott County, Kentucky(7,9)",21119,457.3
"Cherokee County, North Carolina(6,10)",37039,457.2
"La Crosse County, Wisconsin(6,10)",55063,457.2
"Newport News City, Virginia(6,10)",51700,457.2
"Dauphin County, Pennsylvania(6,10)",42043,457.2
"Ottawa County, Ohio(6,10)",39123,457.1
"McDowell County, West Virginia(6,10)",54047,457.1
"Shawano County, Wisconsin(6,10)",55115,457.1
"Otsego County, Michigan(6,10)",26137,457 #  
"Shelby County, Illinois(6,10)",17173,457
"Washington County, Maryland(6,10)",24043,457
"Houston County, Tennessee(6,10)",47083,457
"Fayette County, West Virginia(6,10)",54019,457
"Richland County, North Dakota(6,10)",38077,456.9
"Meriwether County, Georgia(7,9)",13199,456.9
"Cimarron County, Oklahoma(6,10)",40025,456.9
"Louisa County, Virginia(6,10)",51109,456.9
"Parker County, Texas(6,10)",48367,456.8
"Phillips County, Montana(6,10)",30071,456.8
"Hardin County, Tennessee(6,10)",47071,456.8
"Lincoln County, Nebraska(6,10)",31111,456.8
"Wakulla County, Florida(6,10)",12129,456.7
"Morrow County, Ohio(6,10)",39117,456.7
"Clayton County, Iowa(7,8)",19043,456.7
"Mineral County, West Virginia(6,10)",54057,456.6
"Vinton County, Ohio(6,10)",39163,456.6
"Frederick County, Virginia(6,10)",51069,456.6
"Allen County, Ohio(6,10)",39003,456.6
"Limestone County, Alabama(6,10)",1083,456.5
"Love County, Oklahoma(6,10)",40085,456.5
"Potter County, Pennsylvania(6,10)",42105,456.5
"Richland Parish, Louisiana(7,9)",22083,456.4
"Hancock County, Indiana(6,10)",18059,456.4
"Marshall County, West Virginia(6,10)",54051,456.3
"Contra Costa County, California(7,8)",6013,456.3
"Gallia County, Ohio(6,10)",39053,456.2
"Bradley County, Arkansas(6,10)",5011,456.2
"Warren County, Indiana(6,10)",18171,456.2
"Carroll County, Maryland(6,10)",24013,456.2
"Sac County, Iowa(7,8)",19161,456.2
"McIntosh County, Oklahoma(6,10)",40091,456
"Somerset County, Pennsylvania(6,10)",42111,455.9
"Oglethorpe County, Georgia(7,9)",13221,455.9
"Chatham County, Georgia(7,9)",13051,455.8
"Drew County, Arkansas(6,10)",5043,455.8
"Richland County, South Carolina(6,10)",45079,455.7
"Obion County, Tennessee(6,10)",47131,455.6
"Crook County, Oregon(6,10)",41013,455.6
"Desha County, Arkansas(6,10)",5041,455.6
"Nicholas County, West Virginia(6,10)",54067,455.5
"Trinity County, California(7,9)",6105,455.5
"Cowlitz County, Washington(6,10)",53015,455.5
"Fayette County, Georgia(7,9)",13113,455.4
"Bronx County, New York(6,10)",36005,455.3
"Wirt County, West Virginia(6,10)",54105,455.3
"Clark County, Wisconsin(6,10)",55019,455.2
"Hendricks County, Indiana(6,10)",18063,455.2
"Pike County, Alabama(6,10)",1109,455.1
"Rock County, Wisconsin(6,10)",55105,455
"Ripley County, Missouri(6,10)",29181,455
"Cherokee County, Texas(6,10)",48073,454.8
"Huerfano County, Colorado(6,10)",8055,454.7
"McCurtain County, Oklahoma(6,10)",40089,454.6
"Winston County, Alabama(6,10)",1133,454.6
"Talbot County, Maryland(6,10)",24041,454.6
"Baldwin County, Alabama(6,10)",1003,454.6
"Bates County, Missouri(6,10)",29013,454.5
"Oklahoma County, Oklahoma(6,10)",40109,454.5
"Tallapoosa County, Alabama(6,10)",1123,454.4
"New Kent County, Virginia(6,10)",51127,454.3
"Sampson County, North Carolina(6,10)",37163,454.3
"Fremont County, Colorado(6,10)",8043,454.3
"Webster County, Missouri(6,10)",29225,454.2
"Elbert County, Georgia(7,9)",13105,454.2
"Bonner County, Idaho(6,10)",16017,454.1
"Clarke County, Alabama(6,10)",1025,453.8
"Upshur County, West Virginia(6,10)",54097,453.7
"Columbia County, Florida(6,10)",12023,453.7
"Cascade County, Montana(6,10)",30013,453.7
"Coweta County, Georgia(7,9)",13077,453.6
"Union County, Oregon(6,10)",41061,453.6
"Thurston County, Nebraska(6,10)",31173,453.6
"Washington County, North Carolina(6,10)",37187,453.6
"Richmond County, Georgia(7,9)",13245,453.5
"Haywood County, North Carolina(6,10)",37087,453.4
"Jefferson County, Indiana(6,10)",18077,453.4
"Warren County, Missouri(6,10)",29219,453.4
"Caldwell County, North Carolina(6,10)",37027,453.4
"Todd County, Kentucky(7,9)",21219,453.4
"Anchorage Borough, Alaska(6,10)",2020,453.3
"Warren County, Tennessee(6,10)",47177,453.3
"Wright County, Iowa(7,8)",19197,453.2
"Jackson County, Missouri(6,10)",29095,453.1
"Coos County, Oregon(6,10)",41011,453.1
"Murray County, Georgia(7,9)",13213,453
"Clayton County, Georgia(7,8)",13063,452.9
"Ripley County, Indiana(6,10)",18137,452.9
"Shelby County, Alabama(6,10)",1117,452.9
"Wood County, Wisconsin(6,10)",55141,452.9
"Crawford County, Indiana(6,10)",18025,452.7
"Northampton County, North Carolina(6,10)",37131,452.7
"Woods County, Oklahoma(6,10)",40151,452.6
"Haskell County, Oklahoma(6,10)",40061,452.5
"Nash County, North Carolina(6,10)",37127,452.5
"Citrus County, Florida(6,10)",12017,452.5
"Alleghany County, North Carolina(6,10)",37005,452.5
"Benton County, Washington(6,10)",53005,452.4
"Richmond County, Virginia(6,10)",51159,452.4
"Wilson County, North Carolina(6,10)",37195,452.4
"Kings County, New York(6,10)",36047,452.3
"Wabash County, Indiana(6,10)",18169,452.3
"Tippecanoe County, Indiana(6,10)",18157,452.2
"Mendocino County, California(7,9)",6045,452.2
"Sacramento County, California(7,9)",6067,452
"Trempealeau County, Wisconsin(6,10)",55121,452
"Montgomery County, Ohio(6,10)",39113,451.9
"Story County, Iowa(7,8)",19169,451.8
"Sagadahoc County, Maine(6,10)",23023,451.7
"Laurens County, Georgia(7,9)",13175,451.7
"Delaware County, Iowa(7,8)",19055,451.7
"Jerauld County, South Dakota(6,10)",46073,451.7
"Wilcox County, Georgia(7,9)",13315,451.7
"Putnam County, Missouri(6,10)",29171,451.6
"Ashland County, Wisconsin(6,10)",55003,451.5
"Dewey County, Oklahoma(6,10)",40043,451.5
"Iron County, Wisconsin(6,10)",55051,451.5
"Chelan County, Washington(6,10)",53007,451.5
"Wake County, North Carolina(6,10)",37183,451.4
"Cheboygan County, Michigan(6,10)",26031,451.3 #  
"Darlington County, South Carolina(6,10)",45031,451.3
"Paulding County, Ohio(6,10)",39125,451.2
"Price County, Wisconsin(6,10)",55099,451.2
"Washington County, Tennessee(6,10)",47179,451.1
"Perry County, Indiana(6,10)",18123,451.1
"Natrona County, Wyoming(6,10)",56025,451
"El Paso County, Colorado(6,10)",8041,451
"Mecklenburg County, North Carolina(6,10)",37119,451
"Westmoreland County, Virginia(6,10)",51193,450.9
"Cumberland County, North Carolina(6,10)",37051,450.8
"Posey County, Indiana(6,10)",18129,450.8
"Howard County, Nebraska(6,10)",31093,450.8
"Essex County, New Jersey(7,8)",34013,450.6
"Assumption Parish, Louisiana(7,9)",22007,450.6
"Miller County, Georgia(7,9)",13201,450.6
"Stafford County, Virginia(6,10)",51179,450.5
"Rutherford County, Tennessee(6,10)",47149,450.4
"Santa Cruz County, California(7,9)",6087,450.4
"Maury County, Tennessee(6,10)",47119,450.4
"Franklin County, Vermont(6,10)",50011,450.4
"Northumberland County, Virginia(6,10)",51133,450.4
"Mitchell County, North Carolina(6,10)",37121,450.3
"Champaign County, Illinois(6,10)",17019,450.2
"Allen Parish, Louisiana(7,9)",22003,450
"Douglas County, Washington(6,10)",53017,449.9
"Lincoln County, Oregon(6,10)",41041,449.9
"Payne County, Oklahoma(6,10)",40119,449.8
"Hamilton County, Iowa(7,8)",19079,449.8
"Lancaster County, Pennsylvania(6,10)",42071,449.7
"Lauderdale County, Alabama(6,10)",1077,449.5
"Miami County, Ohio(6,10)",39109,449.5
"Prairie County, Arkansas(6,10)",5117,449.5
"Lafayette County, Missouri(6,10)",29107,449.5
"Spotsylvania County, Virginia(6,10)",51177,449.4
"Garfield County, Oklahoma(6,10)",40047,449.4
"Stark County, Ohio(6,10)",39151,449.3
"Door County, Wisconsin(6,10)",55029,449.3
"Roane County, West Virginia(6,10)",54087,449.2
"Butte County, South Dakota(6,10)",46019,449.2
"Ross County, Ohio(6,10)",39141,449.2
"Yadkin County, North Carolina(6,10)",37197,449.1
"Jackson County, Tennessee(6,10)",47087,449.1
"Glynn County, Georgia(7,9)",13127,449.1
"Madison County, Ohio(6,10)",39097,449.1
"Faulkner County, Arkansas(6,10)",5045,449
"Warrick County, Indiana(6,10)",18173,449
"Columbia County, Oregon(6,10)",41009,449
"Jackson County, Oklahoma(6,10)",40065,448.8
"Merrick County, Nebraska(6,10)",31121,448.8
"Marshall County, Indiana(6,10)",18099,448.8
"Langlade County, Wisconsin(6,10)",55067,448.8
"Coke County, Texas(6,10)",48081,448.8
"Fannin County, Georgia(7,9)",13111,448.7
"Marion County, Indiana(6,10)",18097,448.5
"York County, South Carolina(6,10)",45091,448.5
"Huron County, Michigan(6,10)",26063,448.5 #  
"Mecosta County, Michigan(6,10)",26107,448.5 #  
"Bartholomew County, Indiana(6,10)",18005,448.4
"Issaquena County, Mississippi(6,10)",28055,448.4
"Passaic County, New Jersey(7,8)",34031,448.4
"Burke County, North Dakota(6,10)",38013,448.3
"Clark County, Idaho(6,10)",16033,448.2
"Dodge County, Georgia(7,9)",13091,448.2
"Cass County, Illinois(6,10)",17017,448.2
"Bay County, Michigan(6,10)",26017,448.2 #  
"McCook County, South Dakota(6,10)",46087,448.1
"Jasper County, Texas(6,10)",48241,448.1
"Duchesne County, Utah(7,8)",49013,448.1
"Hansford County, Texas(6,10)",48195,448
"Washakie County, Wyoming(6,10)",56043,448
"Fountain County, Indiana(6,10)",18045,447.9
"Teton County, Montana(6,10)",30099,447.8
"Wyoming County, West Virginia(6,10)",54109,447.8
"Alachua County, Florida(6,10)",12001,447.8
"Kosciusko County, Indiana(6,10)",18085,447.8
"Boone County, Illinois(6,10)",17007,447.8
"Falls Church City, Virginia(6,10)",51610,447.7
"Warren County, North Carolina(6,10)",37185,447.7
"Kaufman County, Texas(6,10)",48257,447.7
"Alfalfa County, Oklahoma(6,10)",40003,447.6
"Montgomery County, North Carolina(6,10)",37123,447.6
"Hernando County, Florida(6,10)",12053,447.5
"McMinn County, Tennessee(6,10)",47107,447.5
"Tallahatchie County, Mississippi(6,10)",28135,447.4
"Clackamas County, Oregon(6,10)",41005,447.3
"Custer County, Idaho(6,10)",16037,447.3
"Natchitoches Parish, Louisiana(7,9)",22069,447.2
"Dixon County, Nebraska(6,10)",31051,447.2
"Seward County, Nebraska(6,10)",31159,447.2
"Gratiot County, Michigan(6,10)",26057,447.1 #  
"Tuscarawas County, Ohio(6,10)",39157,447.1
"Brule County, South Dakota(6,10)",46015,447.1
"Ransom County, North Dakota(6,10)",38073,447
"San Mateo County, California(7,8)",6081,447
"Defiance County, Ohio(6,10)",39039,446.9
"Lancaster County, Virginia(6,10)",51103,446.8
"Shelby County, Iowa(7,8)",19165,446.8
"Isabella County, Michigan(6,10)",26073,446.7 #  
"Jones County, Mississippi(6,10)",28067,446.7
"Winnebago County, Iowa(7,8)",19189,446.6
"Montgomery County, Tennessee(6,10)",47125,446.6
"Owyhee County, Idaho(6,10)",16073,446.4
"Kane County, Illinois(6,10)",17089,446.2
"Seminole County, Georgia(7,9)",13253,446.2
"Coryell County, Texas(6,10)",48099,446.1
"Jefferson County, Wisconsin(6,10)",55055,446.1
"Edgecombe County, North Carolina(6,10)",37065,446.1
"Saline County, Missouri(6,10)",29195,445.9
"Yell County, Arkansas(6,10)",5149,445.9
"Benton County, Iowa(7,8)",19011,445.9
"Grant County, Oklahoma(6,10)",40053,445.9
"Baldwin County, Georgia(7,9)",13009,445.9
"Searcy County, Arkansas(6,10)",5129,445.8
"Chambers County, Texas(6,10)",48071,445.8
"Lawrence County, Ohio(6,10)",39087,445.7
"Jones County, Iowa(7,8)",19105,445.7
"Jefferson County, Texas(6,10)",48245,445.6
"Tishomingo County, Mississippi(6,10)",28141,445.6
"Harlan County, Nebraska(6,10)",31083,445.6
"Columbiana County, Ohio(6,10)",39029,445.6
"Jackson County, Ohio(6,10)",39079,445.6
"Lowndes County, Mississippi(6,10)",28087,445.6
"Silver Bow County, Montana(6,10)",30093,445.5
"Rogers County, Oklahoma(6,10)",40131,445.5
"Harrison County, Ohio(6,10)",39067,445.5
"Butler County, Alabama(6,10)",1013,445.5
"Jefferson County, Montana(6,10)",30043,445.4
"Marion County, South Carolina(6,10)",45067,445.3
"Gosper County, Nebraska(6,10)",31073,445.3
"Chilton County, Alabama(6,10)",1021,445.2
"Kleberg County, Texas(6,10)",48273,445.2
"Choctaw County, Oklahoma(6,10)",40023,445.2
"Barbour County, West Virginia(6,10)",54001,445.2
"Mecklenburg County, Virginia(6,10)",51117,445.1
"Richland County, Ohio(6,10)",39139,445.1
"Greene County, Indiana(6,10)",18055,445
"Mohave County, Arizona(6,10)",4015,444.9
"Mathews County, Virginia(6,10)",51115,444.9
"Hinsdale County, Colorado(6,10)",8053,444.9
"Unicoi County, Tennessee(6,10)",47171,444.8
"Flagler County, Florida(6,10)",12035,444.8
"Henrico County, Virginia(6,10)",51087,444.7
"Johnson County, Texas(6,10)",48251,444.7
"Morrill County, Nebraska(6,10)",31123,444.6
"Yuba County, California(7,9)",6115,444.6
"Victoria County, Texas(6,10)",48469,444.5
"Grundy County, Missouri(6,10)",29079,444.5
"Monongalia County, West Virginia(6,10)",54061,444.5
"Butler County, Iowa(7,8)",19023,444.5
"Evans County, Georgia(7,9)",13109,444.5
"Warren County, Ohio(6,10)",39165,444.5
"Calvert County, Maryland(6,10)",24009,444.5
"Sumter County, Florida(6,10)",12119,444.5
"Catawba County, North Carolina(6,10)",37035,444.3
"Chariton County, Missouri(6,10)",29041,444.2
"Lamar County, Mississippi(6,10)",28073,444.2
"Putnam County, Indiana(6,10)",18133,444.2
"Escambia County, Florida(6,10)",12033,444.2
"Monroe County, Alabama(6,10)",1099,444.1
"Wasco County, Oregon(6,10)",41065,444.1
"Richardson County, Nebraska(6,10)",31147,444
"Daniels County, Montana(6,10)",30019,444
"Conway County, Arkansas(6,10)",5029,443.9
"Rutherford County, North Carolina(6,10)",37161,443.9
"Galveston County, Texas(6,10)",48167,443.8
"Talbot County, Georgia(7,9)",13263,443.8
"San Luis Obispo County, California(7,9)",6079,443.7
"Pocahontas County, Iowa(7,8)",19151,443.6
"Frontier County, Nebraska(6,10)",31063,443.6
"Buffalo County, Nebraska(6,10)",31019,443.6
"Florence County, South Carolina(6,10)",45041,443.6
"Nacogdoches County, Texas(6,10)",48347,443.5
"Williamson County, Tennessee(6,10)",47187,443.4
"Perry County, Ohio(6,10)",39127,443.4
"Glenn County, California(7,9)",6021,443.4
"Colbert County, Alabama(6,10)",1033,443.3
"San Patricio County, Texas(6,10)",48409,443.3
"West Carroll Parish, Louisiana(7,9)",22123,443.2
"Mercer County, Ohio(6,10)",39107,443.1
"Carroll County, Iowa(7,8)",19027,443.1
"Hancock County, Mississippi(6,10)",28045,443.1
"Weakley County, Tennessee(6,10)",47183,443.1
"Tom Green County, Texas(6,10)",48451,443
"Hampden County, Massachusetts(6,10)",25013,442.9
"Sullivan County, Indiana(6,10)",18153,442.8
"Elkhart County, Indiana(6,10)",18039,442.7
"Greer County, Oklahoma(6,10)",40055,442.7
"Macon County, Alabama(6,10)",1087,442.6
"Centre County, Pennsylvania(6,10)",42027,442.6
"New Hanover County, North Carolina(6,10)",37129,442.6
"Dare County, North Carolina(6,10)",37055,442.5
"Walla Walla County, Washington(6,10)",53071,442.5
"Pennington County, South Dakota(6,10)",46103,442.5
"Lawrence County, Arkansas(6,10)",5075,442.5
"Putnam County, Tennessee(6,10)",47141,442.4
"Clinch County, Georgia(7,9)",13065,442.3
"Washita County, Oklahoma(6,10)",40149,442.3
"Palo Alto County, Iowa(7,8)",19147,442.3
"Navarro County, Texas(6,10)",48349,442.2
"Beaufort County, South Carolina(6,10)",45013,442.1
"Atoka County, Oklahoma(6,10)",40005,442
"Marion County, Arkansas(6,10)",5089,442
"Green Lake County, Wisconsin(6,10)",55047,441.8
"Stephens County, Oklahoma(6,10)",40137,441.8
"St. Johns County, Florida(6,10)",12109,441.8
"Spencer County, Indiana(6,10)",18147,441.7
"Malheur County, Oregon(6,10)",41045,441.7
"Jackson County, Oregon(6,10)",41029,441.7
"Fayette County, Ohio(6,10)",39047,441.6
"Childress County, Texas(6,10)",48075,441.6
"Throckmorton County, Texas(6,10)",48447,441.6
"Lafayette County, Mississippi(6,10)",28071,441.6
"Howard County, Texas(6,10)",48227,441.6
"Clinton County, Indiana(6,10)",18023,441.5
"Kenai Peninsula Borough, Alaska(6,10)",2122,441.4
"Alcorn County, Mississippi(6,10)",28003,441.3
"Poquoson City, Virginia(6,10)",51735,441.3
"Jerome County, Idaho(6,10)",16053,441.3
"Wilkes County, North Carolina(6,10)",37193,441.2
"Jackson County, Wisconsin(6,10)",55053,441.2
"Tarrant County, Texas(6,10)",48439,441.1
"Geauga County, Ohio(6,10)",39055,441
"Gregg County, Texas(6,10)",48183,441
"Eau Claire County, Wisconsin(6,10)",55035,440.9
"Hill County, Texas(6,10)",48217,440.9
"Kearney County, Nebraska(6,10)",31099,440.9
