County, FIPS,cancer_incidence_per_100000
"Jackson County, Texas(6,10)",48239,409.1
"Carter County, Tennessee(6,10)",47019,409
"Dawson County, Nebraska(6,10)",31047,409
"Crisp County, Georgia(7,9)",13081,408.9
"Augusta County, Virginia(6,10)",51015,408.9
"Moore County, Tennessee(6,10)",47127,408.9
"Jasper County, South Carolina(6,10)",45053,408.6
"Modoc County, California(7,9)",6049,408.6
"Humboldt County, Iowa(7,8)",19091,408.5
"Stone County, Arkansas(6,10)",5137,408.4
"Inyo County, California(7,9)",6027,408.4
"Delaware County, Oklahoma(6,10)",40041,408.4
"Washington County, Utah(7,8)",49053,408.4
"Alcona County, Michigan(6,10)",26001,408.2 #  
"Meade County, South Dakota(6,10)",46093,408.2
"Gilmer County, Georgia(7,9)",13123,408.2
"Dyer County, Tennessee(6,10)",47045,408
"Morgan County, Colorado(6,10)",8087,408
"Miami-Dade County, Florida(6,10)",12086,408
"Brooks County, Texas(6,10)",48047,408
"Nevada County, Arkansas(6,10)",5099,407.9
"Decatur County, Georgia(7,9)",13087,407.8
"Stephenson County, Illinois(6,10)",17177,407.6
"Shenandoah County, Virginia(6,10)",51171,407.6
"Osceola County, Florida(6,10)",12097,407.5
"Moore County, Texas(6,10)",48341,407.5
"Rio Blanco County, Colorado(6,10)",8103,407.4
"Chester County, Tennessee(6,10)",47023,407.4
"Holt County, Nebraska(6,10)",31089,407.3
"Dundy County, Nebraska(6,10)",31057,406.9
"Lee County, Alabama(6,10)",1081,406.9
"Cavalier County, North Dakota(6,10)",38019,406.8
"Iosco County, Michigan(6,10)",26069,406.2 #  
"Steuben County, Indiana(6,10)",18151,406.2
"Los Alamos County, New Mexico(7,8)",35028,406.2
"Graham County, North Carolina(6,10)",37075,405.8
"Clay County, Georgia(7,9)",13061,405.8
"Southampton County, Virginia(6,10)",51175,405.7
"Bedford County, Virginia(6,10)",51019,405.6
"Los Angeles County, California(7,9)",6037,405.5
"Mercer County, Missouri(6,10)",29129,405.5
"Brown County, South Dakota(6,10)",46013,405.4
"Prowers County, Colorado(6,10)",8099,405.4
"Minidoka County, Idaho(6,10)",16067,405.3
"Ware County, Georgia(7,9)",13299,405.3
"LaGrange County, Indiana(6,10)",18087,405.3
"Adams County, North Dakota(6,10)",38001,405.2
"Randolph County, West Virginia(6,10)",54083,405.2
"Osage County, Oklahoma(6,10)",40113,405.2
"Wells County, North Dakota(6,10)",38103,405.2
"Leon County, Texas(6,10)",48289,405
"Shelby County, Ohio(6,10)",39149,405
"Lincoln County, South Dakota(6,10)",46083,404.9
"Treutlen County, Georgia(7,9)",13283,404.5
"Greeley County, Nebraska(6,10)",31077,404.4
"Socorro County, New Mexico(7,8)",35053,404.4
"St. Joseph County, Michigan(6,10)",26149,404.4 #  
"Oscoda County, Michigan(6,10)",26135,404.3 #  
"Ravalli County, Montana(6,10)",30081,404.2
"Grand County, Utah(7,8)",49019,404.1
"Bernalillo County, New Mexico(7,8)",35001,404.1
"Lunenburg County, Virginia(6,10)",51111,404.1
"Ottawa County, Michigan(6,10)",26139,404.1 #  
"Hyde County, South Dakota(6,10)",46069,404
"Pacific County, Washington(6,10)",53049,404
"Greene County, Virginia(6,10)",51079,404
"Chicot County, Arkansas(6,10)",5017,403.9
"Moffat County, Colorado(6,10)",8081,403.9
"Yankton County, South Dakota(6,10)",46135,403.8
"Giles County, Virginia(6,10)",51071,403.8
"Walsh County, North Dakota(6,10)",38099,403.7
"Sweetwater County, Wyoming(6,10)",56037,403.5
"Moody County, South Dakota(6,10)",46101,403.5
"Renville County, North Dakota(6,10)",38075,403.5
"Wichita County, Texas(6,10)",48485,403.5
"Gadsden County, Florida(6,10)",12039,403.4
"Hamlin County, South Dakota(6,10)",46057,403.4
"Callahan County, Texas(6,10)",48059,403.3
"Shelby County, Texas(6,10)",48419,403.3
"Mississippi County, Arkansas(6,10)",5093,403.3
"Atkinson County, Georgia(7,9)",13003,403.2
"Williams County, North Dakota(6,10)",38105,403.1
"Sheridan County, Montana(6,10)",30091,403.1
"Madison County, Texas(6,10)",48313,403
"Golden Valley County, North Dakota(6,10)",38033,403
"Wood County, Ohio(6,10)",39173,403
"Williamson County, Texas(6,10)",48491,402.9
"Ogemaw County, Michigan(6,10)",26129,402.9 #  
"Hawaii County, Hawaii(7,9)",15001,402.7
"Teton County, Wyoming(6,10)",56039,402.7
"Motley County, Texas(6,10)",48345,402.6
"Jefferson County, Idaho(6,10)",16051,402.5
"Lincoln County, Arkansas(6,10)",5079,402.4
"Deuel County, Nebraska(6,10)",31049,402.3
"Valencia County, New Mexico(7,8)",35061,402.3
"Park County, Colorado(6,10)",8093,402.1
"Walthall County, Mississippi(6,10)",28147,402.1
"Deaf Smith County, Texas(6,10)",48117,402
"Winchester City, Virginia(6,10)",51840,401.9
"Prince Georges County, Maryland(6,10)",24033,401.9
"Clark County, Arkansas(6,10)",5019,401.9
"Pike County, Arkansas(6,10)",5109,401.8
"Alleghany Cnty and Clifton Forge Cty, Virginia(6,10)",51005,401.8
"Liberty County, Texas(6,10)",48291,401.7
"Botetourt County, Virginia(6,10)",51023,401.6
"Kimball County, Nebraska(6,10)",31105,401.5
"Carroll County, Mississippi(6,10)",28015,401.5
"Maricopa County, Arizona(6,10)",4013,401.4
"Andrews County, Texas(6,10)",48003,401.3
"Rappahannock County, Virginia(6,10)",51157,401.1
"Benton County, Arkansas(6,10)",5007,401
"Taylor County, West Virginia(6,10)",54091,400.9
"Hale County, Texas(6,10)",48189,400.8
"Allendale County, South Carolina(6,10)",45005,400.8
"Cedar County, Missouri(6,10)",29039,400.7
"Sherman County, Nebraska(6,10)",31163,400.6
"Logan County, Colorado(6,10)",8075,400.5
"Roanoke County, Virginia(6,10)",51161,400.5
"Currituck County, North Carolina(6,10)",37053,400.5
"Montgomery County, Arkansas(6,10)",5097,400.3
"Grant County, Oregon(6,10)",41023,400.3
"Colusa County, California(7,9)",6011,400.2
"Gilpin County, Colorado(6,10)",8047,400.2
"Nueces County, Texas(6,10)",48355,400.2
"Rockingham County, Virginia(6,10)",51165,400.2
"Lee County, Florida(6,10)",12071,400.1
"Otero County, Colorado(6,10)",8089,400
"Perquimans County, North Carolina(6,10)",37143,400
"Rusk County, Texas(6,10)",48401,399.9
"Edgefield County, South Carolina(6,10)",45037,399.8
"Hays County, Texas(6,10)",48209,399.8
"Butler County, Nebraska(6,10)",31023,399.5
"Hudson County, New Jersey(7,8)",34017,399.5
"DeKalb County, Alabama(6,10)",1049,399.4
"Camden County, Missouri(6,10)",29029,399.4
"Bexar County, Texas(6,10)",48029,399.2
"Burnett County, Wisconsin(6,10)",55013,399.2
"Manatee County, Florida(6,10)",12081,399.1
"Bennett County, South Dakota(6,10)",46007,399
"Pittsylvania County, Virginia(6,10)",51143,399
"Fort Bend County, Texas(6,10)",48157,399
"Garfield County, Utah(7,8)",49017,399
"Skamania County, Washington(6,10)",53059,398.9
"Kane County, Utah(7,8)",49025,398.9
"Howard County, Missouri(6,10)",29089,398.7
"Nemaha County, Nebraska(6,10)",31127,398.7
"Wayne County, Iowa(7,8)",19185,398.5
"Choctaw County, Alabama(6,10)",1023,398.5
"Alexander County, Illinois(6,10)",17003,398.4
"Austin County, Texas(6,10)",48015,398.2
"Tillman County, Oklahoma(6,10)",40141,398.1
"Hamilton County, Indiana(6,10)",18057,397.9
"Albany County, Wyoming(6,10)",56001,397.6
"Catoosa County, Georgia(7,9)",13047,397.6
"Newton County, Arkansas(6,10)",5101,397.4
"Lake County, Oregon(6,10)",41037,397.2
"Weston County, Wyoming(6,10)",56045,397.1
"Warren County, Georgia(7)",13301,397.1
"Transylvania County, North Carolina(6,10)",37175,396.8
"Franklin County, Indiana(6,10)",18047,396.8
"Mariposa County, California(7,9)",6043,396.8
"Barnwell County, South Carolina(6,10)",45011,396.7
"Braxton County, West Virginia(6,10)",54007,396.6
"Polk County, Arkansas(6,10)",5113,396.4
"Franklin County, Arkansas(6,10)",5047,396.3
"Hillsdale County, Michigan(6,10)",26059,396.3 #  
"Montgomery County, Virginia(6,10)",51121,396.2
"Delta County, Colorado(6,10)",8029,396.2
"Dunn County, Wisconsin(6,10)",55033,396.1
"Ontonagon County, Michigan(6,10)",26131,396 #  
"Dakota County, Nebraska(6,10)",31043,396
"Latah County, Idaho(6,10)",16057,395.9
"Sutter County, California(7,9)",6101,395.8
"Llano County, Texas(6,10)",48299,395.8
"Graham County, Arizona(6,10)",4009,395.7
"Nance County, Nebraska(6,10)",31125,395.7
"Baraga County, Michigan(6,10)",26013,395.4 #  
"Sandoval County, New Mexico(7,8)",35043,395.4
"Johnson County, Arkansas(6,10)",5071,395.3
"Larimer County, Colorado(6,10)",8069,395.3
"Lake County, Michigan(6,10)",26085,395.3 #  
"Cherry County, Nebraska(6,10)",31031,395.1
"Deuel County, South Dakota(6,10)",46039,395
"Utah County, Utah(7,8)",49049,394.9
"Monroe County, Florida(6,10)",12087,394.6
"Colfax County, Nebraska(6,10)",31037,394.5
"Coleman County, Texas(6,10)",48083,394.5
"Shannon County, South Dakota(6,10)",46113,394.5
"Boundary County, Idaho(6,10)",16021,394.4
"Anderson County, Texas(6,10)",48001,394.3
"Reynolds County, Missouri(6,10)",29179,394.3
"Fulton County, Arkansas(6,10)",5049,394.1
"Colorado County, Texas(6,10)",48089,393.8
"Lincoln County, Oklahoma(6,10)",40081,393.5
"Juniata County, Pennsylvania(6,10)",42067,393.5
"Clay County, South Dakota(6,10)",46027,393.5
"Madison County, Arkansas(6,10)",5087,393.4
"Bleckley County, Georgia(7,9)",13023,393.3
"Bosque County, Texas(6,10)",48035,393.2
"Curry County, Oregon(6,10)",41015,393.2
"Newaygo County, Michigan(6,10)",26123,393.2 #  
"Delta County, Michigan(6,10)",26041,393.1 #  
"Travis County, Texas(6,10)",48453,393.1
"Otero County, New Mexico(7,8)",35035,393
"Montgomery County, Maryland(6,10)",24031,392.9
"DeSoto County, Florida(6,10)",12027,392.9
"Little River County, Arkansas(6,10)",5081,392.5
"Pope County, Illinois(6,10)",17151,392.3
"Juab County, Utah(7,8)",49023,392.3
"Chaffee County, Colorado(6,10)",8015,392.2
"Kauai County, Hawaii(7,9)",15007,392.2
"Goshen County, Wyoming(6,10)",56015,392.1
"Wayne County, Nebraska(6,10)",31179,392
"Crenshaw County, Alabama(6,10)",1041,391.8
"Nowata County, Oklahoma(6,10)",40105,391.8
"Walworth County, South Dakota(6,10)",46129,391.7
"Texas County, Oklahoma(6,10)",40139,391.6
"Tulare County, California(7,9)",6107,391.5
"Liberty County, Florida(6,10)",12077,391.5
"Bon Homme County, South Dakota(6,10)",46009,391.4
"Eddy County, New Mexico(7,8)",35015,391.3
"Carroll County, Virginia(6,10)",51035,390.6
"Pulaski County, Virginia(6,10)",51155,390.6
"Whitman County, Washington(6,10)",53075,390.5
"Leon County, Florida(6,10)",12073,390.5
"Poweshiek County, Iowa(7,8)",19157,390.3
"Buckingham County, Virginia(6,10)",51029,390.1
"Hockley County, Texas(6,10)",48219,390.1
"Juneau Borough, Alaska(6,10)",2110,390.1
"Crittenden County, Arkansas(6,10)",5035,389.9
"Kit Carson County, Colorado(6,10)",8063,389.8
"Collingsworth County, Texas(6,10)",48087,389.8
"Craig County, Virginia(6,10)",51045,389.7
"Weld County, Colorado(6,10)",8123,389.5
"Yavapai County, Arizona(6,10)",4025,389.4
"Ozark County, Missouri(6,10)",29153,389.4
"Archuleta County, Colorado(6,10)",8007,389.4
"Burleson County, Texas(6,10)",48051,389.4
"Wise County, Texas(6,10)",48497,389.3
"York County, Virginia(6,10)",51199,389.3
"York County, Nebraska(6,10)",31185,389.2
"Crowley County, Colorado(6,10)",8025,389.1
"Smyth County, Virginia(6,10)",51173,389.1
"Tensas Parish, Louisiana(7,9)",22107,389
"Bandera County, Texas(6,10)",48019,388.9
"Spink County, South Dakota(6,10)",46115,388.8
"Midland County, Texas(6,10)",48329,388.7
"Appling County, Georgia(7,9)",13001,388.5
"Sevier County, Arkansas(6,10)",5133,388.4
"Erath County, Texas(6,10)",48143,388.1
"Imperial County, California(7,9)",6025,387.9
"Parmer County, Texas(6,10)",48369,387.8
"Brewster County, Texas(6,10)",48043,387.7
"Atascosa County, Texas(6,10)",48013,387.6
"Pepin County, Wisconsin(6,10)",55091,387.6
"Haskell County, Texas(6,10)",48207,387.4
"Allegan County, Michigan(6,10)",26005,387.2 #  
"Craighead County, Arkansas(6,10)",5031,387.1
"Henry County, Ohio(6,10)",39069,386.3
"Donley County, Texas(6,10)",48129,386.3
"Fayette County, Texas(6,10)",48149,386.3
"Buffalo County, Wisconsin(6,10)",55011,385.7
"Power County, Idaho(6,10)",16077,385.5
"Grant County, North Dakota(6,10)",38037,385.4
"Titus County, Texas(6,10)",48449,385.4
"Skagway Hoonah Angoon Census Area, Alaska(6,10)",2232,385.3
"Texas County, Missouri(6,10)",29215,385.3
"Kendall County, Texas(6,10)",48259,385.2
"Jim Hogg County, Texas(6,10)",48247,385.1
"Boyd County, Nebraska(6,10)",31015,384.9
"Pocahontas County, West Virginia(6,10)",54075,384.8
"Johnson County, Georgia(7,9)",13167,384.8
"Campbell County, Virginia(6,10)",51031,384.7
"Aiken County, South Carolina(6,10)",45003,384.5
"Tyler County, Texas(6,10)",48457,384.2
"Dade County, Missouri(6,10)",29057,383.9
"Gilchrist County, Florida(6,10)",12041,383.8
"Sanpete County, Utah(7,8)",49039,383.8
"Lawrence County, South Dakota(6,10)",46081,383.6
"Fremont County, Idaho(6,10)",16043,383.5
"King and Queen County, Virginia(6,10)",51097,383.4
"Lincoln County, Georgia(7,9)",13181,383.2
"Winkler County, Texas(6,10)",48495,383
"Saluda County, South Carolina(6,10)",45081,383
"Shackelford County, Texas(6,10)",48417,382.6
"Lee County, Arkansas(6,10)",5077,382.4
"Montrose County, Colorado(6,10)",8085,382.1
"Barton County, Missouri(6,10)",29011,382.1
"Wheatland County, Montana(6,10)",30107,382
"Delta County, Texas(6,10)",48119,382
"Calhoun County, Florida(6,10)",12013,381.9
"Pendleton County, West Virginia(6,10)",54071,381.8
"Fairfax County, Virginia(6,10)",51059,381.8
"Washington County, Colorado(6,10)",8121,381.7
"Pembina County, North Dakota(6,10)",38067,381.4
"Taylor County, Georgia(7,9)",13269,381.3
"Bladen County, North Carolina(6,10)",37017,381.2
"Dona Ana County, New Mexico(7,8)",35013,381
"Shannon County, Missouri(6,10)",29203,381
"El Paso County, Texas(6,10)",48141,380.9
"Blaine County, Idaho(6,10)",16013,380.7
"Pemiscot County, Missouri(6,10)",29155,380.6
"Hempstead County, Arkansas(6,10)",5057,380.6
"Morgan County, Utah(7,8)",49029,380.5
"Carroll County, Arkansas(6,10)",5015,380.4
"Lafayette County, Florida(6,10)",12067,380.1
"Garfield County, Colorado(6,10)",8045,379.6
"Rio Grande County, Colorado(6,10)",8105,379.5
"Jefferson County, Nebraska(6,10)",31095,379.5
"Corson County, South Dakota(6,10)",46031,379.3
"Stone County, Missouri(6,10)",29209,379.3
"Pima County, Arizona(6,10)",4019,379.1
"Madison Parish, Louisiana(7,9)",22065,379
"Bacon County, Georgia(7,9)",13005,378.7
"Madison County, Montana(6,10)",30057,378.7
"Bannock County, Idaho(6,10)",16005,378.7
"Woodward County, Oklahoma(6,10)",40153,378.2
"Box Elder County, Utah(7,8)",49003,377.6
"Colfax County, New Mexico(7,8)",35007,377.4
"Summers County, West Virginia(6,10)",54089,377.1
"Castro County, Texas(6,10)",48069,376.9
"Kimble County, Texas(6,10)",48267,376.8
"Floyd County, Texas(6,10)",48153,376.7
"Cotton County, Oklahoma(6,10)",40033,376.6
"Branch County, Michigan(6,10)",26023,376.6 #  
"Emporia City, Virginia(6,10)",51595,376.4
"Tazewell County, Virginia(6,10)",51185,376.4
"Smith County, Mississippi(6,10)",28129,376.2
"Madison County, Idaho(6,10)",16065,376.2
"Teton County, Idaho(6,10)",16081,376.2
"Cache County, Utah(7,8)",49005,376.1
"St. Francis County, Arkansas(6,10)",5123,375.9
"Chaves County, New Mexico(7,8)",35005,375.8
"Sequoyah County, Oklahoma(6,10)",40135,375.8
"Waller County, Texas(6,10)",48473,375.6
"Catron County, New Mexico(7,8)",35003,375.5
"Idaho County, Idaho(6,10)",16049,375.5
"Cibola County, New Mexico(7,8)",35006,375.5
"Briscoe County, Texas(6,10)",48045,375.3
"Wheeler County, Oregon(6,10)",41069,375
"Falls County, Texas(6,10)",48145,374.9
"Hardy County, West Virginia(6,10)",54031,374.9
"Randolph County, Georgia(7,9)",13243,374.8
"Sheridan County, North Dakota(6,10)",38083,374.8
"Latimer County, Oklahoma(6,10)",40077,374.7
"Cass County, Texas(6,10)",48067,374.4
"Santa Fe County, New Mexico(7,8)",35049,374.3
"Swisher County, Texas(6,10)",48437,374.1
"Kiowa County, Colorado(6,10)",8061,373.8
"Houghton County, Michigan(6,10)",26061,373.8 #  
"Cheyenne County, Colorado(6,10)",8017,373.7
"Prince William County, Virginia(6,10)",51153,373.7
"Lamb County, Texas(6,10)",48279,373.6
"Northwest Arctic Borough, Alaska(6,10)",2188,373.5
"Wibaux County, Montana(6,10)",30109,373.3
"Marion County, Georgia(7,9)",13197,373.2
"Routt County, Colorado(6,10)",8107,373.1
"Leelanau County, Michigan(6,10)",26089,372.9 #  
"Southeast Fairbanks Census Area, Alaska(6,10)",2240,372.9
"Atchison County, Missouri(6,10)",29005,372.9
"Albemarle County, Virginia(6,10)",51003,372.9
"Lincoln County, Colorado(6,10)",8073,372.9
"Blanco County, Texas(6,10)",48031,372.8
"St. Clair County, Missouri(6,10)",29185,372.7
"Floyd County, Virginia(6,10)",51063,372.4
"Candler County, Georgia(7,9)",13043,372.4
"Houston County, Texas(6,10)",48225,372.1
"Las Animas County, Colorado(6,10)",8071,372
"Coal County, Oklahoma(6,10)",40029,372
"Wheeler County, Nebraska(6,10)",31183,371.7
"Asotin County, Washington(6,10)",53003,371.3
"Liberty County, Montana(6,10)",30051,371.2
"Monroe County, Michigan(6,10)",26115,371 #  
"Gates County, North Carolina(6,10)",37073,370.9
"Cuming County, Nebraska(6,10)",31039,370.9
"Lucas County, Ohio(6,10)",39095,370.7
"LaMoure County, North Dakota(6,10)",38045,370.5
"Oceana County, Michigan(6,10)",26127,370.2 #  
"Hendry County, Florida(6,10)",12051,370.1
"Dawes County, Nebraska(6,10)",31045,370
"Bayfield County, Wisconsin(6,10)",55007,369.9
"Ralls County, Missouri(6,10)",29173,369.8
"Arlington County, Virginia(6,10)",51013,369.7
"Baca County, Colorado(6,10)",8009,369.7
"Gonzales County, Texas(6,10)",48177,369.7
"San Augustine County, Texas(6,10)",48405,369.6
"Fauquier County, Virginia(6,10)",51061,369.4
"Mills County, Texas(6,10)",48333,369.1
"Harney County, Oregon(6,10)",41025,368.7
"Schuyler County, Missouri(6,10)",29197,368.6
"Sanilac County, Michigan(6,10)",26151,368.5 #  
"Wilson County, Texas(6,10)",48493,368.3
"Holt County, Missouri(6,10)",29087,368.2
"Terrell County, Texas(6,10)",48443,368.2
"Cameron County, Texas(6,10)",48061,368.1
"Jefferson County, Florida(6,10)",12065,367.9
"Wise County, Virginia(6,10)",51195,367.3
"Val Verde County, Texas(6,10)",48465,367.2
"Crane County, Texas(6,10)",48103,367
"Wayne County, Utah(7,8)",49055,366.9
"Camas County, Idaho(6,10)",16025,366.5
"Long County, Georgia(7,9)",13183,366.5
"Grant County, New Mexico(7,8)",35017,366.5
"Luce County, Michigan(6,10)",26095,366 #  
"Lincoln County, Wyoming(6,10)",56023,365.9
"Keya Paha County, Nebraska(6,10)",31103,365.8
"Lassen County, California(7,9)",6035,365.7
"Uintah County, Utah(7,8)",49047,365.5
"Roberts County, South Dakota(6,10)",46109,365.5
"Lee County, Texas(6,10)",48287,365.5
"Russell County, Virginia(6,10)",51167,365.4
"Hickory County, Missouri(6,10)",29085,365.2
"Loudoun County, Virginia(6,10)",51107,364.9
"Ste. Genevieve County, Missouri(6,10)",29186,364.9
"Calhoun County, Arkansas(6,10)",5013,364.5
"Greenlee County, Arizona(6,10)",4011,364.5
"Custer County, South Dakota(6,10)",46033,364.5
"Manassas City, Virginia(6,10)",51683,364.1
"Lafayette County, Arkansas(6,10)",5073,364.1
"Sedgwick County, Colorado(6,10)",8115,364
"Bear Lake County, Idaho(6,10)",16007,363.9
"Lincoln County, New Mexico(7,8)",35027,363.9
"Roger Mills County, Oklahoma(6,10)",40129,362.3
"Le Flore County, Oklahoma(6,10)",40079,362.3
"Millard County, Utah(7,8)",49027,361.5
"Guadalupe County, New Mexico(7,8)",35019,361.2
"Crockett County, Texas(6,10)",48105,360.8
"Roosevelt County, New Mexico(7,8)",35041,360.7
"Logan County, North Dakota(6,10)",38047,360.6
"Beaver County, Oklahoma(6,10)",40007,360.4
"Franklin County, Idaho(6,10)",16041,360
"Reagan County, Texas(6,10)",48383,359.8
"Fulton County, Ohio(6,10)",39051,359.6
"Uinta County, Wyoming(6,10)",56041,359.3
"Denali, Alaska(6,10)",2068,359.1
"Mora County, New Mexico(7,8)",35033,359
"Dickinson County, Michigan(6,10)",26043,358.9 #  
"Broadwater County, Montana(6,10)",30007,358.7
"San Miguel County, Colorado(6,10)",8113,358.5
"Jefferson County, Oregon(6,10)",41031,358.5
"Brown County, Nebraska(6,10)",31017,358.2
"Ferry County, Washington(6,10)",53019,358.2
"Schley County, Georgia(7,9)",13249,358
"Lake County, Colorado(6,10)",8065,357.5
"Pierce County, North Dakota(6,10)",38069,357.4
"Lea County, New Mexico(7,8)",35025,357.1
"Hidalgo County, New Mexico(7,8)",35023,357
"Dickenson County, Virginia(6,10)",51051,356.4
"Washington County, Florida(6,10)",12133,356.3
"Starr County, Texas(6,10)",48427,356.3
"Grant County, West Virginia(6,10)",54023,356.3
"Sheridan County, Nebraska(6,10)",31161,356.1
"San Juan County, New Mexico(7,8)",35045,356.1
"Dunn County, North Dakota(6,10)",38025,355.6
"San Miguel County, New Mexico(7,8)",35047,355.6
"Greene County, Mississippi(6,10)",28041,355.4
"Stonewall County, Texas(6,10)",48433,355.4
"Grayson County, Virginia(6,10)",51077,355.3
"Benton County, Mississippi(6,10)",28009,355.2
"Maverick County, Texas(6,10)",48323,355.1
"Noble County, Ohio(6,10)",39121,355.1
"Glades County, Florida(6,10)",12043,354.9
"Pushmataha County, Oklahoma(6,10)",40127,354.7
"Douglas County, Wisconsin(6,10)",55031,354.7
"Jim Wells County, Texas(6,10)",48249,353.8
"Jones County, South Dakota(6,10)",46075,352.8
"Grimes County, Texas(6,10)",48185,352.5
"Emmons County, North Dakota(6,10)",38029,352.4
"Sublette County, Wyoming(6,10)",56035,352
"Knox County, Texas(6,10)",48275,352
"Rio Arriba County, New Mexico(7,8)",35039,351.8
"McIntosh County, Georgia(7,9)",13191,351.3
"Butte County, Idaho(6,10)",16023,351.1
"Mason County, Michigan(6,10)",26105,350.2 #  
"Cochise County, Arizona(6,10)",4003,350.1
"Sutton County, Texas(6,10)",48435,350.1
"Lincoln County, Washington(6,10)",53043,350.1
"Valley County, Nebraska(6,10)",31175,350.1
"Newton County, Texas(6,10)",48351,350
"McCone County, Montana(6,10)",30055,349.8
"Hancock County, Georgia(7)",13141,349.7
"Klickitat County, Washington(6,10)",53039,349.7
"Oneida County, Idaho(6,10)",16071,349.5
"Hand County, South Dakota(6,10)",46059,348.6
"Coconino County, Arizona(6,10)",4005,348.4
"Granite County, Montana(6,10)",30039,348.1
"Worth County, Missouri(6,10)",29227,347.7
"Foard County, Texas(6,10)",48155,347.2
"Rich County, Utah(7,8)",49033,347.2
"Eagle County, Colorado(6,10)",8037,347.1
"Collier County, Florida(6,10)",12021,346.3
"Willacy County, Texas(6,10)",48489,345.6
"Cassia County, Idaho(6,10)",16031,345.3
"Clinton County, Michigan(6,10)",26037,345.3 #  
"Reeves County, Texas(6,10)",48389,345.2
"Andrew County, Missouri(6,10)",29003,344.4
"Iron County, Michigan(6,10)",26071,344.3 #  
"Frio County, Texas(6,10)",48163,344.1
"Medina County, Texas(6,10)",48325,343.3
"Elliott County, Kentucky(7,9)",21063,343.2
"Yuma County, Arizona(6,10)",4027,343
"Cottle County, Texas(6,10)",48101,342.6
"Uvalde County, Texas(6,10)",48463,342
"Steele County, North Dakota(6,10)",38091,341.9
"Oregon County, Missouri(6,10)",29149,341.6
"Pulaski County, Georgia(7,9)",13235,341.5
"Bee County, Texas(6,10)",48025,341
"Hidalgo County, Texas(6,10)",48215,341
"Zapata County, Texas(6,10)",48505,340.9
"Wheeler County, Georgia(7,9)",13309,340.7
"Adams County, Washington(6,10)",53001,340.3
"Franklin County, Nebraska(6,10)",31061,339.4
"Gila County, Arizona(6,10)",4007,339.2
"Patrick County, Virginia(6,10)",51141,339.1
"Emery County, Utah(7,8)",49015,339
"Choctaw County, Mississippi(6,10)",28019,339
"Taos County, New Mexico(7,8)",35055,339
"Oliver County, North Dakota(6,10)",38065,338.6
"Bethel Census Area, Alaska(6,10)",2050,338.2
"Rockbridge County, Virginia(6,10)",51163,338
"Keweenaw County, Michigan(6,10)",26083,337.6 #  
"Saguache County, Colorado(6,10)",8109,337.1
"Dooly County, Georgia(7,9)",13093,337.1
"Hamilton County, Florida(6,10)",12047,336.8
"Curry County, New Mexico(7,8)",35009,336.5
"Kidder County, North Dakota(6,10)",38043,336.1
"San Saba County, Texas(6,10)",48411,335.8
"Cass County, Michigan(6,10)",26027,335 #  
"Crosby County, Texas(6,10)",48107,334.7
"Cedar County, Nebraska(6,10)",31027,334.6
"Bailey County, Texas(6,10)",48017,334.4
"McDonald County, Missouri(6,10)",29119,334
"Kent County, Texas(6,10)",48263,333.2
"McKinley County, New Mexico(7,8)",35031,332.9
"Webb County, Texas(6,10)",48479,332.2
"La Paz County, Arizona(6,10)",4012,332
"Martin County, Texas(6,10)",48317,331.3
"Charlton County, Georgia(7,9)",13049,331.3
"Gaines County, Texas(6,10)",48165,331.1
"Pinal County, Arizona(6,10)",4021,330.9
"Scott County, Virginia(6,10)",51169,330.8
"Concho County, Texas(6,10)",48095,330.7
"Divide County, North Dakota(6,10)",38023,330.6
"Lee County, Virginia(6,10)",51105,330.5
"Scotland County, Missouri(6,10)",29199,329.9
"Dimmit County, Texas(6,10)",48127,328.3
"Perkins County, Nebraska(6,10)",31135,327.2
"Highland County, Virginia(6,10)",51091,327
"Conejos County, Colorado(6,10)",8021,326.6
"Telfair County, Georgia(7,9)",13271,326.4
"Buchanan County, Virginia(6,10)",51027,325.8
"Real County, Texas(6,10)",48385,325.4
"Navajo County, Arizona(6,10)",4017,325.3
"Gogebic County, Michigan(6,10)",26053,324.9 #  
"Duval County, Texas(6,10)",48131,323.8
"Pecos County, Texas(6,10)",48371,323.1
"Bent County, Colorado(6,10)",8011,322.4
"Polk County, Wisconsin(6,10)",55095,321.4
"Zavala County, Texas(6,10)",48507,321
"Mono County, California(7,9)",6051,320.8
"Dickey County, North Dakota(6,10)",38021,320.2
"DeKalb County, Missouri(6,10)",29063,319.3
"Lipscomb County, Texas(6,10)",48295,318.9
"Pitkin County, Colorado(6,10)",8097,318.5
"Douglas County, Missouri(6,10)",29067,317.9
"Alexandria City, Virginia(6,10)",51510,317.6
"Live Oak County, Texas(6,10)",48297,316.6
"Holmes County, Ohio(6,10)",39075,316.5
"Garfield County, Montana(6,10)",30033,315.5
"St. Croix County, Wisconsin(6,10)",55109,315.2
"Upton County, Texas(6,10)",48461,313
"Sierra County, California(7,9)",6091,312.8
"Barry County, Michigan(6,10)",26015,312.7 #  
"McMullen County, Texas(6,10)",48311,311.5
"Grand County, Colorado(6,10)",8049,310.5
"Menominee County, Michigan(6,10)",26109,310.1 #  
"Florence County, Wisconsin(6,10)",55037,308.2
"Mason County, Texas(6,10)",48319,307.6
"Costilla County, Colorado(6,10)",8023,307.3
